SYMBOL	PROBEID	CHR	STRAND	CHRLOCSTART	CHRLOCEND	GENENAME
Plekha6	ILMN_2778181	1	+	133246097	133303435	pleckstrin homology domain containing, family A member 6
5530400C23Rik	ILMN_2477462	6	+	133292216	133295790	RIKEN cDNA 5530400C23 gene
Golt1a	ILMN_1240839	1	+	133309823	133323026	golgi transport 1 homolog A (S. cerevisiae)
Ppa2	ILMN_1234589	3	+	133310116	133378069	pyrophosphatase (inorganic) 2
Kiss1	ILMN_2735829	1	+	133327212	133329722	KiSS-1 metastasis-suppressor
Ren2	ILMN_2620114	1	+	133350566	133360323	renin 2 tandem duplication of Ren1
Ren1	ILMN_2620114	1	+	133350674	133360319	renin 1 structural
Slc9a1	ILMN_2770471	4	+	133369772	133423698	solute carrier family 9 (sodium/hydrogen exchanger), member 1
Fam46b	ILMN_2724469	4	+	133480133	133487940	family with sequence similarity 46, member B
1810019J16Rik	ILMN_2703678	4	+	133518963	133530790	RIKEN cDNA 1810019J16 gene
Gm5885	ILMN_2477462	6	+	133529189	133532762	predicted gene 5885
Bmp2	ILMN_2616888	2	+	133553199	133562885	bone morphogenetic protein 2
Nr0b2	ILMN_2717630	4	+	133553390	133556536	nuclear receptor subfamily 0, group B, member 2
Gpatch3	ILMN_2694857	4	+	133574745	133584242	G patch domain containing 3
Gpn2	ILMN_1214375	4	+	133584373	133591735	GPN-loop GTPase 2
2700050L05Rik	ILMN_1217838	7	+	133637675	133673017	RIKEN cDNA 2700050L05 gene
Bccip	ILMN_2759920	7	+	133709333	133721145	BRCA2 and CDKN1A interacting protein
Fank1	ILMN_1212683	7	+	133776891	133881532	fibronectin type 3 and ankyrin repeat domains 1
Tnmd	ILMN_1243429	X	+	133851008	133865578	tenomodulin
Srpx2	ILMN_2644515	X	+	133908425	133932446	sushi-repeat-containing protein, X-linked 2
Etv6	ILMN_2669199	6	+	134035707	134270147	ets variant gene 6 (TEL oncogene)
Fmod	ILMN_1230020	1	+	134037515	134048277	fibromodulin
Cstf2	ILMN_1238915	X	+	134059349	134086821	cleavage stimulation factor, 3' pre-RNA subunit 2
Aim1l	ILMN_1214944	4	+	134068452	134092504	absent in melanoma 1-like
Gatsl2	ILMN_1237690	5	+	134099748	134141758	GATS protein-like 2
Ubxn11	ILMN_2660409	4	+	134102583	134126780	UBX domain protein 11
Chit1	ILMN_1214574	1	+	134111242	134151436	chitinase 1 (chitotriosidase)
Chi3l1	ILMN_2609813	1	+	134182404	134190031	chitinase 3-like 1
Gtf2ird2	ILMN_1242837	5	+	134184038	134218143	GTF2I repeat domain containing 2
Arl13a	ILMN_1230103	X	+	134187501	134208030	ADP-ribosylation factor-like 13A
Mybph	ILMN_2761495	1	+	134193448	134201232	myosin binding protein H
Cxxc4	ILMN_1224858	3	+	134236495	134262089	CXXC finger 4
Myog	ILMN_2621812	1	+	134290004	134292548	myogenin
Tmem35	ILMN_2892650	X	+	134295225	134305969	transmembrane protein 35
Cenpi	ILMN_2748499	X	+	134308163	134362639	centromere protein I
Trim63	ILMN_3161060	4	+	134315120	134329629	tripartite motif-containing 63
Slc30a2	ILMN_2718910	4	+	134343046	134354484	solute carrier family 30 (zinc transporter), member 2
4933406M09Rik	ILMN_2651350	1	+	134385940	134390983	RIKEN cDNA 4933406M09 gene
Bcl2l14	ILMN_2677422	6	+	134396329	134438724	BCL2-like 14 (apoptosis facilitator)
Pafah2	ILMN_2631892	4	+	134396360	134427412	platelet-activating factor acetylhydrolase 2
Drp2	ILMN_2553063	X	+	134404780	134456573	dystrophin related protein 2
Cyb5r1	ILMN_1243370	1	+	134405990	134411738	cytochrome b5 reductase 1
Adipor1	ILMN_1213531	1	+	134415467	134432341	adiponectin receptor 1
Klhl12	ILMN_2752702	1	+	134455555	134490873	kelch-like 12
Stmn1	ILMN_1248132	4	+	134468320	134473843	stathmin 1
Rabif	ILMN_2598451	1	+	134494660	134507884	RAB interacting factor
Paqr7	ILMN_1222036	4	+	134496978	134508810	progestin and adipoQ receptor family member VII
Clhc1	ILMN_1221445	4	+	134510999	134523922	clathrin heavy chain linker domain containing 1
Kdm5b	ILMN_1251270	1	+	134560178	134632878	lysine (K)-specific demethylase 5B
Rfc2	ILMN_2424690	5	+	134582690	134598328	replication factor C (activator 1) 2
Rpl36a	ILMN_2753219	X	+	134585654	134588062	ribosomal protein L36A
Hnrnph2	ILMN_2596458	X	+	134601286	134607054	heterogeneous nuclear ribonucleoprotein H2
Loh12cr1	ILMN_1218940	6	+	134639512	134711184	loss of heterozygosity, 12, chromosomal region 1 homolog (human)
Syt2	ILMN_1248279	1	+	134646681	134749417	synaptotagmin II
Dock1	ILMN_1250773	7	+	134670687	135173647	dedicator of cytokinesis 1
Armcx4	ILMN_1246006	X	+	134686519	134697772	armadillo repeat containing, X-linked 4
Armcx1	ILMN_2645448	X	+	134717938	134721912	armadillo repeat containing, X-linked 1
Armcx3	ILMN_1234742	X	+	134756568	134761456	armadillo repeat containing, X-linked 3
Plcb1	ILMN_2754011	2	+	134786164	135475258	phospholipase C, beta 1
Tacr3	ILMN_1237995	3	+	134829007	134934581	tachykinin receptor 3
Crebl2	ILMN_2632162	6	+	134830199	134857883	cAMP responsive element binding protein-like 2
Rhd	ILMN_2651609	4	+	134864536	134896172	Rh blood group, D antigen
Cdkn1b	ILMN_2638428	6	+	134920401	134925525	cyclin-dependent kinase inhibitor 1B
D4Wsu53e	ILMN_2731439	4	+	134923625	134927370	DNA segment, Chr 4, Wayne State University 53, expressed
1190002F15Rik	ILMN_2427096	6	+	134929092	134951718	RIKEN cDNA 1190002F15 gene
Syf2	ILMN_1216167	4	+	134930980	134937537	SYF2 homolog, RNA splicing factor (S. cerevisiae)
Wbscr27	ILMN_1235834	5	+	134932373	134942637	Williams Beuren syndrome chromosome region 27 (human)
Ube2t	ILMN_2704919	1	+	134962577	134974137	ubiquitin-conjugating enzyme E2T (putative)
Apold1	ILMN_1222453	6	+	134982001	134986836	apolipoprotein L domain containing 1
Cldn3	ILMN_2634167	5	+	134986214	134987476	claudin 3
Abhd11	ILMN_2453209	5	+	135009152	135012175	abhydrolase domain containing 11
Ddx47	ILMN_1236898	6	+	135011612	135023776	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47
Stx1a	ILMN_2700608	5	+	135023572	135051099	syntaxin 1A (brain)
Dnajc30	ILMN_1246587	5	+	135064206	135065365	DnaJ (Hsp40) homolog, subfamily C, member 30
Gprc5a	ILMN_1246785	6	+	135065662	135084708	G protein-coupled receptor, family C, group 5, member A
Mlxipl	ILMN_2992232	5	+	135106891	135138382	MLX interacting protein-like
Runx3	ILMN_2747141	4	+	135120645	135177990	runt related transcription factor 3
Ptpn7	ILMN_1235056	1	+	135132725	135145320	protein tyrosine phosphatase, non-receptor type 7
Arl8a	ILMN_2680781	1	+	135146834	135156268	ADP-ribosylation factor-like 8A
Tbl2	ILMN_1221994	5	+	135149711	135162662	transducin (beta)-like 2
Bcl7b	ILMN_2685390	5	+	135168372	135181852	B cell CLL/lymphoma 7B
Baz1b	ILMN_2793270	5	+	135187323	135246129	bromodomain adjacent to zinc finger domain, 1B
8430419L09Rik	ILMN_1221940	6	+	135197987	135236240	RIKEN cDNA 8430419L09 gene
Cenpe	ILMN_2759415	3	+	135212563	135273540	centromere protein E
Bdh2	ILMN_2641678	3	+	135281221	135304425	3-hydroxybutyrate dehydrogenase, type 2
Pramel3	ILMN_2652587	X	+	135302316	135312636	preferentially expressed antigen in melanoma-like 3
Slc9b2	ILMN_1255047	3	+	135307700	135342767	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2
Lmod1	ILMN_2604885	1	+	135324813	135368065	leiomodin 1 (smooth muscle)
Slc9b1	ILMN_1222546	3	+	135348037	135397827	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1
Trim50	ILMN_2442967	5	+	135353296	135367654	tripartite motif-containing 50
Emp1	ILMN_2642913	6	+	135362931	135383173	epithelial membrane protein 1
Nsun5	ILMN_1219921	5	+	135369953	135376797	NOL1/NOP2/Sun domain family, member 5
Gm5128	ILMN_2652587	X	+	135373284	135383393	predicted gene 5128
Gm7903	ILMN_2652587	X	+	135373284	135383393	predicted gene 7903
Foxi2	ILMN_2894125	7	+	135410367	135413615	forkhead box I2
Ube2d3	ILMN_1219742	3	+	135438759	135467178	ubiquitin-conjugating enzyme E2D 3
Manba	ILMN_1243565	3	+	135485611	135571403	mannosidase, beta A, lysosomal
Stpg1	ILMN_1258302	4	+	135495987	135537803	sperm tail PG rich repeat containing 1
Ptpre	ILMN_1254630	7	+	135537824	135686294	protein tyrosine phosphatase, receptor type, E
1700029M20Rik	ILMN_1258963	4	+	135626655	135630198	RIKEN cDNA 1700029M20 gene
Rhbdd2	ILMN_2709690	5	+	135632654	135646376	rhomboid domain containing 2
Ifnlr1	ILMN_2632571	4	+	135686457	135708180	interferon lambda receptor 1
Por	ILMN_1232447	5	+	135689214	135735325	P450 (cytochrome) oxidoreductase
Il22ra1	ILMN_2975455	4	+	135728159	135755383	interleukin 22 receptor, alpha 1
Csrp1	ILMN_1260378	1	+	135729197	135752229	cysteine and glycine-rich protein 1
Plcb4	ILMN_2911248	2	+	135741830	136013068	phospholipase C, beta 4
Armcx5	ILMN_1249940	X	+	135742692	135747326	armadillo repeat containing, X-linked 5
Gprasp1	ILMN_1219563	X	+	135742692	135803468	G protein-coupled receptor associated sorting protein 1
Myom3	ILMN_1256147	4	+	135759715	135815564	myomesin family, member 3
Phlda3	ILMN_2628567	1	+	135766085	135769134	pleckstrin homology-like domain, family A, member 3
Mdh2	ILMN_2873112	5	+	135778649	135790386	malate dehydrogenase 2, NAD (mitochondrial)
Tnni1	ILMN_2977056	1	+	135799421	135810989	troponin I, skeletal, slow 1
Srrm3	ILMN_1257190	5	+	135818106	135874772	serine/arginine repetitive matrix 3
Lad1	ILMN_1227260	1	+	135818598	135833341	ladinin
Slc39a8	ILMN_2719513	3	+	135825491	135888572	solute carrier family 39 (metal ion transporter), member 8
Gprasp2	ILMN_2730909	X	+	135839034	135844730	G protein-coupled receptor associated sorting protein 2
Srsf10	ILMN_1224653	4	+	135856092	135865818	serine/arginine-rich splicing factor 10
Bhlhb9	ILMN_1251595	X	+	135885851	135891081	basic helix-loop-helix domain containing, class B9
Hspb1	ILMN_2706269	5	+	135887919	135889563	heat shock protein 1
Cnr2	ILMN_1235201	4	+	135895404	135920210	cannabinoid receptor 2 (macrophage)
Fuca1	ILMN_2696806	4	+	135920726	135940300	fucosidase, alpha-L- 1, tissue
Hmgcl	ILMN_1256234	4	+	135946453	135962617	3-hydroxy-3-methylglutaryl-Coenzyme A lyase
Gale	ILMN_1237990	4	+	135965165	135968178	galactose-4-epimerase, UDP
Zp3	ILMN_2478670	5	+	135980105	135988624	zona pellucida glycoprotein 3
Arxes2	ILMN_2609182	X	+	135993820	135995359	adipocyte-related X-chromosome expressed sequence 2
Dtx2	ILMN_2709820	5	+	135994800	136032880	deltex 2 homolog (Drosophila)
Tmem9	ILMN_1227873	1	+	136008219	136035030	transmembrane protein 9
Arxes1	ILMN_1226365	X	+	136033367	136034946	adipocyte-related X-chromosome expressed sequence 1
Upk3b	ILMN_2941712	5	+	136038496	136044993	uroplakin 3B
Cacna1s	ILMN_2637561	1	+	136052901	136119822	calcium channel, voltage-dependent, L type, alpha 1S subunit
Upk3bl	ILMN_2684465	5	+	136057267	136064324	uroplakin 3B-like
Lamp5	ILMN_1252349	2	+	136057927	136069917	lysosomal-associated membrane protein family, member 5
Rasa4	ILMN_2725305	5	+	136083916	136111856	RAS p21 protein activator 4
Polr2j	ILMN_1239525	5	+	136116691	136122947	polymerase (RNA) II (DNA directed) polypeptide J
Kif21b	ILMN_1244605	1	+	136131401	136178014	kinesin family member 21B
Alkbh4	ILMN_1226152	5	+	136138781	136141614	alkB, alkylation repair homolog 4 (E. coli)
Bex4	ILMN_1249794	X	+	136139045	136140437	brain expressed gene 4
Id3	ILMN_2687169	4	+	136143822	136145392	inhibitor of DNA binding 3
E2f2	ILMN_1248842	4	+	136172394	136196056	E2F transcription factor 2
Asap3	ILMN_1222403	4	+	136206365	136246573	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3
Tceal7	ILMN_2715279	X	+	136224041	136226100	transcription elongation factor A (SII)-like 7
Wbp5	ILMN_2429025	X	+	136245080	136247139	WW domain binding protein 5
Tcea3	ILMN_2776283	4	+	136247957	136274899	transcription elongation factor A (SII), 3
Ngfrap1	ILMN_1230119	X	+	136270253	136271978	nerve growth factor receptor (TNFRSF16) associated protein 1
Zfp46	ILMN_1215740	4	+	136286069	136293942	zinc finger protein 46
Hnrnpr	ILMN_1226173	4	+	136310976	136340678	heterogeneous nuclear ribonucleoprotein R
Ddx59	ILMN_1233683	1	+	136415271	136440220	DEAD (Asp-Glu-Ala-Asp) box polypeptide 59
Htr1d	ILMN_2752064	4	+	136423524	136444402	5-hydroxytryptamine (serotonin) receptor 1D
Kif14	ILMN_1253184	1	+	136467958	136531511	kinesin family member 14
Luzp1	ILMN_2596903	4	+	136469761	136549318	leucine zipper protein 1
Kir3dl1	ILMN_1250087	X	+	136517999	136534308	killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1
Atf7ip	ILMN_2722213	6	+	136518851	136607379	activating transcription factor 7 interacting protein
4930549C01Rik	ILMN_1232888	4	+	136610437	136613213	RIKEN cDNA 4930549C01 gene
Lactbl1	ILMN_2663666	4	+	136622621	136638110	lactamase, beta-like 1
Zfp281	ILMN_1220893	1	+	136624901	136630391	zinc finger protein 281
Tceal3	ILMN_3162895	X	+	136666375	136668377	transcription elongation factor A (SII)-like 3
Ppp3ca	ILMN_1227899	3	+	136670770	136935779	protein phosphatase 3, catalytic subunit, alpha isoform
Myl10	ILMN_2732795	5	+	136693146	136701094	myosin, light chain 10, regulatory
Tceal1	ILMN_2695731	X	+	136708065	136709866	transcription elongation factor A (SII)-like 1
Snap25	ILMN_1231105	2	+	136713450	136782428	synaptosomal-associated protein 25
H2afj	ILMN_1222767	6	+	136808248	136810074	H2A histone family, member J
Plp1	ILMN_1240381	X	+	136822836	136837742	proteolipid protein (myelin) 1
Slx4ip	ILMN_2441242	2	+	136891218	137069649	SLX4 interacting protein
Mgmt	ILMN_1232183	7	+	136894611	137128188	O-6-methylguanine-DNA methyltransferase
Rabl5	ILMN_2637398	5	+	136908150	136913244	RAB, member of RAS oncogene family-like 5
4933404O12Rik	ILMN_2480282	5	+	136919146	136937109	RIKEN cDNA 4933404O12 gene
H2bfm	ILMN_1259771	X	+	136927325	136928373	H2B histone family, member M
Fis1	ILMN_2939294	5	+	136953275	136966234	fission 1 (mitochondrial outer membrane) homolog (yeast)
Pde6h	ILMN_2776969	6	+	136954523	136963483	phosphodiesterase 6H, cGMP-specific, cone, gamma
Cldn15	ILMN_1245622	5	+	136967869	136975845	claudin 15
Plod3	ILMN_2723058	5	+	136987019	136996646	procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3
Zcchc18	ILMN_2649172	X	+	136993155	136996923	zinc finger, CCHC domain containing 18
Vgf	ILMN_1232310	5	+	137030295	137033351	VGF nerve growth factor inducible
Fam199x	ILMN_2526041	X	+	137049594	137082501	family with sequence similarity 199, X-linked
Ptpro	ILMN_1213978	6	+	137252299	137464633	protein tyrosine phosphatase, receptor type, O
Wnt4	ILMN_2512663	4	+	137277635	137299501	wingless-related MMTV integration site 4
Ache	ILMN_1227999	5	+	137288277	137294463	acetylcholinesterase
Ufsp1	ILMN_2605703	5	+	137294669	137295664	UFM1-specific peptidase 1
Emcn	ILMN_1259365	3	+	137341078	137431069	endomucin
Ephb4	ILMN_1230479	5	+	137350109	137374522	Eph receptor B4
Glrx3	ILMN_1212850	7	+	137437648	137468594	glutaredoxin 3
1700013G24Rik	ILMN_2653832	4	+	137453296	137455461	RIKEN cDNA 1700013G24 gene
Hspg2	ILMN_2520249	4	+	137468803	137570630	perlecan (heparan sulfate proteoglycan 2)
Gigyf1	ILMN_2433964	5	+	137518880	137527935	GRB10 interacting GYF protein 1
Actl6b	ILMN_1237413	5	+	137553555	137569573	actin-like 6B
Tfr2	ILMN_1227831	5	+	137569851	137587481	transferrin receptor 2
Il1rapl2	ILMN_2590585	X	+	137571549	138846955	interleukin 1 receptor accessory protein-like 2
Usp48	ILMN_2465775	4	+	137594189	137658537	ubiquitin specific peptidase 48
Ddit4l	ILMN_2695819	3	+	137623672	137628332	DNA-damage-inducible transcript 4-like
Gm20605	ILMN_2597210	5	+	137629123	137642896	predicted gene 20605
Lrch4	ILMN_2597210	5	+	137629123	137641099	leucine-rich repeats and calponin homology (CH) domain containing 4
Rap1gap	ILMN_1227577	4	+	137664726	137729861	Rap1 GTPase-activating protein
Strap	ILMN_1212636	6	+	137735082	137751930	serine/threonine kinase receptor associated protein
Tsc22d4	ILMN_2638061	5	+	137745969	137759747	TSC22 domain family, member 4
Dera	ILMN_1227366	6	+	137754577	137837872	2-deoxyribose-5-phosphate aldolase homolog (C. elegans)
Ppp1r35	ILMN_1227103	5	+	137778918	137780107	protein phosphatase 1, regulatory subunit 35
Zcwpw1	ILMN_1222627	5	+	137787802	137822621	zinc finger, CW type with PWWP domain 1
Ece1	ILMN_1255063	4	+	137862237	137965229	endothelin converting enzyme 1
H2afz	ILMN_1232116	3	+	137864599	137866922	H2A histone family, member Z
Dnajb14	ILMN_2661062	3	+	137867675	137908931	DnaJ (Hsp40) homolog, subfamily B, member 14
Lamtor3	ILMN_1230008	3	+	137918555	137928762	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
Azgp1	ILMN_2725198	5	+	137981521	137990232	alpha-2-glycoprotein 1, zinc
Eif4g3	ILMN_1217481	4	+	137993456	138207079	eukaryotic translation initiation factor 4 gamma, 3
Smok3a	ILMN_1238249	5	+	138021276	138034659	sperm motility kinase 3A
Smok3b	ILMN_1238249	5	+	138037224	138050633	sperm motility kinase 3B
Zkscan1	ILMN_1239890	5	+	138085084	138107822	zinc finger with KRAB and SCAN domains 1
Zscan21	ILMN_2418128	5	+	138116905	138134259	zinc finger and SCAN domain containing 21
Mgst1	ILMN_2669416	6	+	138140537	138156752	microsomal glutathione S-transferase 1
Trmt10a	ILMN_1222171	3	+	138143538	138159820	tRNA methyltransferase 10A
Cops6	ILMN_2618793	5	+	138161102	138163984	COP9 (constitutive photomorphogenic) homolog, subunit 6 (Arabidopsis thaliana)
Ap4m1	ILMN_2599667	5	+	138172021	138178685	adaptor-related protein complex AP-4, mu 1
Cnpy4	ILMN_2843403	5	+	138187535	138193894	canopy 4 homolog (zebrafish)
Mblac1	ILMN_2637733	5	+	138194314	138195621	metallo-beta-lactamase domain containing 1
Hp1bp3	ILMN_1223353	4	+	138216627	138243170	heterochromatin protein 1, binding protein 3
Adh7	ILMN_2621448	3	+	138217773	138232042	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide
Nxpe5	ILMN_1256622	5	+	138225904	138251875	neurexophilin and PC-esterase domain family, member 5
Sh2d5	ILMN_2697719	4	+	138250411	138260968	SH2 domain containing 5
Lamtor4	ILMN_2621882	5	+	138255482	138259395	late endosomal/lysosomal adaptor, MAPK and MTOR activator 4
Btbd3	ILMN_1227043	2	+	138256584	138287422	BTB (POZ) domain containing 3
Kif17	ILMN_1237897	4	+	138262251	138301973	kinesin family member 17
Atp6v1g3	ILMN_2683356	1	+	138273738	138289462	ATPase, H+ transporting, lysosomal V1 subunit G3
Adh1	ILMN_1258501	3	+	138277645	138290691	alcohol dehydrogenase 1 (class I)
Stag3	ILMN_2993843	5	+	138280509	138312393	stromal antigen 3
Ddost	ILMN_2941677	4	+	138304738	138312611	dolichyl-di-phosphooligosaccharide-protein glycotransferase
Adh6a	ILMN_1247628	3	+	138313286	138331134	alcohol dehydrogenase 6A (class V)
Adh6-ps1	ILMN_1226298	3	+	138374121	138388291	alcohol dehydrogenase 6 (class V), pseudogene 1
Adh4	ILMN_1258442	3	+	138415497	138430892	alcohol dehydrogenase 4 (class II), pi polypeptide
Mul1	ILMN_2653881	4	+	138434672	138442265	mitochondrial ubiquitin ligase activator of NFKB 1
Zfp157	ILMN_1235580	5	+	138441476	138460694	zinc finger protein 157
Adh5	ILMN_1217813	3	+	138443164	138455499	alcohol dehydrogenase 5 (class III), chi polypeptide
Camk2n1	ILMN_2487046	4	+	138455148	138460126	calcium/calmodulin-dependent protein kinase II inhibitor 1
Eif4e	ILMN_1260038	3	+	138526191	138557599	eukaryotic translation initiation factor 4E
A430033K04Rik	ILMN_2754561	5	+	138622859	138648905	RIKEN cDNA A430033K04 gene
Pla2g2c	ILMN_2729585	4	+	138725325	138744575	phospholipase A2, group IIC
Tspan5	ILMN_2485874	3	+	138742195	138904424	tetraspanin 5
Fam20c	ILMN_1240719	5	+	138755081	138810063	family with sequence similarity 20, member C
Pla2g2d	ILMN_2700514	4	+	138775735	138782143	phospholipase A2, group IID
Gm5294	ILMN_1228735	5	+	138820080	138821619	predicted gene 5294
Pla2g2a	ILMN_2727163	4	+	138831857	138835189	phospholipase A2, group IIA (platelets, synovial fluid)
Ppp2r2d	ILMN_1218424	7	+	138846386	138883056	protein phosphatase 2, regulatory subunit B, delta isoform
Pla2g2e	ILMN_1212812	4	+	138877942	138882814	phospholipase A2, group IIE
Nrk	ILMN_1220907	X	+	138914430	139009090	Nik related kinase
Dennd1b	ILMN_1256919	1	+	138963709	139176042	DENN/MADD domain containing 1B
Rnf186	ILMN_2663996	4	+	138967112	138968366	ring finger protein 186
